chicken soup	nina chicken soup tasted delicious
dust bunnies	bobby checked clean big realized
new cat	wanted parents birthday gave finally
when in rome	rome weather perfect day standing
attention deficit	sarah noticeable grades low needed
the dribbling drill	decided hand times time hands
popped inner tube	riding felt pop checked problem
achievement	ceremony podium walked announced celebrated
charles loses his remote	watch couch remote find found
phone	wanted phone decide brand walked
skeletons	day wanted asked told store
unfair treatment	brother money confused recommended threatened
widow	husband married kids alcoholic doctor
the rain	girl lived happier decided rained
seoul	neil arrived busy traffic seoul
the hospital sitter .	joanne husband babysitter toddler watch
basketball match	friend faster chance ball side
enchanted village	toddler displayed boston suburbs spooky
walking the dog	morning walk easy hour home
bob and jill	live cambridge massachusetts day bob
the trip	canada weeks move decided canada
snowy hill fall	james slipped fell covered clothing
graduation day	jennifer names principal hand received
cassidy adopts a son	children woman met kids son
allergic	boyfriend dog dogs married ruth
danube	anna ship sailed loads cruise
sherry	gina kids basement room read
new name	wanted loved call laughed decided
fight a cold	nate rest play day wait
ideas	matt time ran ideas write
new grass	lucille grass bags faithfully backyard
making a costume .	costume looked chose home made
dancing	diane anniversary enroll practiced passed
candle-making	candle making wax experimenting burn
cameron	labor nervous quickly holding proud
inner beauty	vacation beach home friends showed
family games	mom house decided fun reminded
yucky water	school day meet home race
record collector	laura perusing finds record purchases
nguyen wins	good team coach reluctantly practice
spooky house	ron ominous found inside house
snip snip	mary hair salon decided short
trash scare	trash lazy waited approached event
home improvement	paint hit date numbers date
writing a book .	write writer block park man
comedy club	ann cheer dinner comedy comedian
approaching the new girl .	madison girl nervous approach leaned
rhonda visits a museum	felt friend art satisfied bit
buying a house	aimee wanted needed payment chris
grounded	school night study grades allowed
parking revenge	park space broke note spaces
xmas list	list wanted year knew sally
the hot donut .	megan wanted hot donut line
ed yelled	class talking time principal office
the chore	house sidewalk arrived bread groceries
getting glasses .	trouble failed decided night fitted
missing car	mall looked finally realized missing
the girl attack .	morning pushed girl helped someone
christmas eve	mark mall raced things satisfied
making birthday cake	woke birthday cake prepare cooked
the journal	feeling bothering started read wrote
waste	draw distracted playing day tim
the move	move wanted florida hassle home
quit	hated job terrible relieved quit
the flat cookies .	julia figured work dough put
jack opens a restaurant	wanted house run food shut
bus ride	morning car start panic bus
excite bike	christmas ride back bike susan
grease fire	kim put call water kim
pencil	school class pencil bring smiled
insomnia	awake sleep hours lay doctor
singing the blues	asked knew song practice feel
fall	middle pushed fell panicked lifted
first time roller coaster	nervous screaming control wanted i
mouse in the house	bill wall figure sees hole
costume party	unique party wore arriving shame
pregnant	baby waited pregnant thrilled doctor
paper route	wanted car delivered block half
learning	improve questions change work student
the perfect gift	weeks needed make cousins candy
broken arm	susan ride bike arm ground
mud pies	summer water shape forgot pies
lea	stuck thought packets turn costume
the bent sign .	rylie safe car hung home
five cents	cents angry top realized unethical
broken ankle	adventurous decide fell ankle doctor
sometimes heroes	mud madness hero ruining suit
john 's sweet tooth	john inside candy purchase shop
interview question	jean questions fortune jean interview
too many taken	drank appetite tired fighting decided
park	park jacket lake watched book
dude is a lady	mistaken tired correct thinks manly
a day for reading .	bella things decided spent knew
car	car months found lower purchase
the black dress	mandy wear told small ended
waste of food .	david fine store electricity veggies
night noise	michael night shivered blanket lowered
burger	sam wanted started fat ended
lemonade stand	wanted young job open decided
lacrosse	learn gear thought hang game
wendy	wendy match lot title wendy
lunch	line long waited counter wanted
ugly shag rug	house update rug piece dust
horticultural mishap	corsage allergic polite nose blowing
snuggly endings	emily treated baby decided happy
christmas	buy found tree decided give
casino	casino encouraged sat played managed
bee	sister swings crying bee eye
a bicycle trip	steve safety rode ate lunch
sushi	jimmy sushi terrified thought eat
the hockey game	logan wait fast rushed doors
big change	phil money happy quit joined
the chopper	cut crate bigger worked time
accent	girl language sad accent accent
school lunch	amy grade time choose sat
the picnic	weekend set picked overrun bit
addictions	greg talk outings mind gave
remembering the actor .	lola familiar remember week movie
found cash	walking floor gas he carl
traffic	jen house traffic late irritated
washer too small	bedspread washer bathroom returned full
hunting trip	preparing packed weather brought weekend
the party	wanted thought weeks felt anymore
couch and chair	bob chair match lasted fight
new customer	work company equipment searched end
a way around	pickup house closed gina wished
ketchup	korea mcdonald ketchup cashier day
no flash photography	sue display picture sudden told
new baby	sister child baby jealous love
wisdom	surgeon ended messing waiver made
eyes	hospital attack swollen barely heard
random act of kindness	pay cashier moment jenny time
fifth period	amy funk sat smiled amy
falling down	sidewalk tripped broke laid ambulance
train chain	war stop chains tracks waited
minnie and the new arrival	minnie year lived day kitten
big pain	jane tripped wall felt hurting
the cat	jason cats cat visit leave
andy 's dream .	child andy soldiers dinosaurs cowboys
sofia	sofia bulgaria enjoying europe stops
the spilled drink .	wilson spot bumped woman left
ice pack	hot helping freezer cool putting
nationals	play started team nationals lost
boulders	anna scaling fell snapped treatment
free samples	friend samples walked returned man
the shine	light source examined reflection pocket
jay punches himself	jay ups collapsed lost loser
cold mistake	windshield melt sam replaced .
an artist 's inspiration	artist started draw decided sit
the den	home roof perfect ben den
food poisoning	restaurant meal sick called restaurant
